height_cm,weight_kg,preferred_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_heading_accuracy,skill_curve,skill_fk_accuracy,skill_long_passing,movement_agility,movement_balance,power_jumping,mentality_aggression,mentality_penalties,position
173,68,1,2,71.0,40.0,56.0,61.0,62.0,70.0,63,49,57,31,54,60,72,84,65,42,RB
177,68,1,3,73.0,65.0,61.0,67.0,29.0,61.0,59,46,57,30,62,74,69,71,48,56,CF
190,75,1,3,54.0,62.0,65.0,66.0,55.0,70.0,61,46,59,55,65,56,70,45,68,58,CM
178,78,1,3,66.0,53.0,58.0,65.0,64.0,69.0,63,60,65,61,60,71,77,67,64,62,RB
180,77,1,2,76.0,33.0,48.0,62.0,64.0,79.0,58,58,29,32,41,73,53,78,76,42,CB
175,74,1,2,68.0,65.0,64.0,69.0,61.0,70.0,61,53,64,52,65,74,81,69,62,54,CDM
174,72,1,3,58.0,58.0,65.0,71.0,59.0,62.0,56,45,57,39,69,77,82,68,53,50,CM
184,81,1,2,56.0,34.0,47.0,50.0,64.0,78.0,47,66,40,32,40,35,58,83,72,46,CB
174,70,1,3,80.0,61.0,60.0,66.0,27.0,62.0,59,55,63,48,57,77,77,76,35,56,LM
176,64,1,3,83.0,61.0,64.0,67.0,44.0,64.0,61,55,61,54,60,79,77,81,61,48,LM
176,72,1,2,69.0,49.0,64.0,62.0,62.0,67.0,59,56,29,69,71,67,79,71,54,43,CDM
182,76,1,2,58.0,28.0,41.0,50.0,66.0,72.0,29,68,29,23,45,51,58,77,63,40,CB
185,82,1,2,63.0,32.0,48.0,53.0,66.0,72.0,48,65,33,35,51,64,65,79,64,40,CB
177,70,1,2,72.0,65.0,56.0,69.0,26.0,56.0,47,58,54,34,48,70,71,65,34,56,ST
196,84,1,2,58.0,45.0,55.0,54.0,65.0,80.0,49,68,48,29,56,34,44,72,74,39,CDM
183,73,1,3,65.0,55.0,66.0,65.0,58.0,71.0,58,47,54,53,72,68,61,40,73,59,CM
191,84,0,2,56.0,29.0,41.0,49.0,65.0,76.0,32,69,26,27,54,37,48,70,70,41,CB
187,83,0,2,57.0,37.0,53.0,56.0,66.0,72.0,60,69,36,40,57,54,56,61,72,48,CB
181,69,1,3,80.0,45.0,52.0,59.0,61.0,65.0,61,55,53,55,37,83,75,84,59,46,LB
178,72,0,3,68.0,50.0,62.0,67.0,62.0,55.0,62,54,50,39,61,69,71,56,33,43,LB
183,78,1,2,50.0,30.0,45.0,57.0,64.0,75.0,25,69,24,26,54,56,56,81,74,33,CB
187,70,1,2,70.0,29.0,47.0,55.0,63.0,69.0,60,58,26,32,33,70,62,69,56,31,RB
175,73,1,3,66.0,59.0,68.0,70.0,52.0,61.0,63,50,66,50,68,70,68,62,55,51,CM
174,71,1,3,86.0,55.0,59.0,70.0,46.0,57.0,59,43,57,49,47,77,82,68,39,49,RM
188,88,0,2,59.0,60.0,64.0,59.0,64.0,78.0,57,63,75,83,67,59,75,85,64,58,CB
187,78,1,2,65.0,24.0,48.0,41.0,65.0,72.0,31,70,32,27,63,46,52,71,73,38,CB
180,73,1,3,65.0,56.0,62.0,67.0,56.0,62.0,45,44,64,56,67,60,70,56,45,53,CM
178,80,1,3,76.0,43.0,54.0,66.0,60.0,83.0,42,46,47,35,64,77,81,78,91,47,CDM
174,66,0,3,73.0,63.0,60.0,67.0,22.0,47.0,62,40,63,55,49,83,72,43,37,59,RW
179,73,1,3,63.0,49.0,68.0,71.0,47.0,43.0,53,39,51,61,71,80,81,46,31,50,CM
184,74,0,2,55.0,50.0,52.0,56.0,67.0,67.0,30,64,26,39,60,50,63,57,54,33,CB
184,73,1,2,69.0,35.0,50.0,59.0,64.0,74.0,40,58,51,31,55,70,61,82,73,36,CB
193,84,1,2,73.0,63.0,41.0,61.0,21.0,70.0,30,75,35,32,33,62,57,67,59,63,ST
181,78,1,2,60.0,48.0,62.0,66.0,66.0,71.0,50,65,48,47,66,67,70,78,70,52,CM
172,75,1,3,83.0,61.0,64.0,68.0,45.0,57.0,66,60,62,65,61,89,80,62,65,70,RM
178,70,0,3,75.0,64.0,64.0,68.0,38.0,61.0,64,59,69,62,63,84,81,75,43,59,RM
185,74,0,3,92.0,61.0,56.0,64.0,55.0,65.0,59,54,54,39,51,70,61,68,56,58,RM
171,67,0,2,78.0,54.0,60.0,63.0,61.0,63.0,67,47,62,30,62,74,74,61,63,40,LB
185,75,1,3,68.0,54.0,63.0,63.0,62.0,74.0,57,60,60,56,67,66,72,70,66,51,CDM
173,67,1,3,80.0,37.0,59.0,69.0,55.0,60.0,63,40,31,33,57,78,85,76,56,40,RB
170,70,1,3,73.0,59.0,61.0,70.0,40.0,47.0,63,46,56,40,59,79,88,42,45,49,LW
172,65,0,3,78.0,47.0,59.0,64.0,61.0,65.0,63,55,42,49,56,80,80,69,57,52,LB
195,88,1,3,51.0,66.0,50.0,63.0,29.0,70.0,32,79,53,34,52,60,37,57,48,56,ST
185,70,1,2,69.0,34.0,52.0,51.0,67.0,65.0,62,70,33,29,49,48,70,70,63,47,CB
180,75,0,3,72.0,48.0,61.0,59.0,62.0,51.0,67,60,58,45,58,47,63,41,32,58,LWB
173,65,1,3,63.0,63.0,66.0,71.0,54.0,58.0,70,53,67,52,62,78,82,62,51,38,CAM
170,70,1,3,78.0,61.0,62.0,72.0,35.0,60.0,63,49,70,72,55,84,80,57,41,63,CAM
177,75,1,3,80.0,54.0,61.0,68.0,29.0,56.0,57,42,48,68,55,79,79,57,42,50,RM
173,70,1,3,71.0,62.0,64.0,70.0,42.0,50.0,64,38,57,38,64,88,77,36,47,49,LM
180,65,0,3,90.0,56.0,56.0,66.0,39.0,54.0,57,49,44,38,51,84,80,83,55,43,RM
180,72,0,3,67.0,61.0,65.0,71.0,41.0,57.0,64,28,70,70,62,78,71,58,54,61,RM
185,75,1,2,59.0,41.0,58.0,60.0,64.0,73.0,49,65,49,33,65,59,62,76,69,43,CDM
187,80,1,2,58.0,47.0,57.0,58.0,62.0,74.0,49,53,49,35,61,66,58,76,76,38,CDM
186,85,1,2,45.0,27.0,38.0,42.0,66.0,74.0,22,62,25,26,35,37,58,71,70,34,CB
180,70,0,2,58.0,40.0,53.0,53.0,68.0,68.0,62,65,58,32,53,58,60,66,61,48,CB
185,80,1,3,68.0,66.0,57.0,61.0,43.0,71.0,48,71,44,61,46,60,66,77,59,59,ST
181,79,1,3,75.0,65.0,47.0,66.0,24.0,63.0,35,58,59,32,39,67,70,65,40,62,ST
178,68,1,2,76.0,45.0,59.0,65.0,62.0,66.0,53,46,59,44,62,75,74,72,68,49,LB
193,81,1,2,66.0,41.0,50.0,51.0,63.0,78.0,38,68,44,22,58,46,58,71,74,40,CB
180,66,1,3,90.0,64.0,58.0,68.0,30.0,52.0,56,60,60,43,54,80,75,87,39,52,ST
178,64,1,2,68.0,52.0,64.0,64.0,62.0,67.0,63,51,64,59,64,71,74,61,53,46,CDM
183,79,1,3,75.0,62.0,47.0,66.0,38.0,75.0,44,71,39,39,24,67,61,89,62,61,ST
185,80,1,3,67.0,67.0,58.0,62.0,30.0,70.0,53,65,63,41,54,64,66,78,60,48,ST
172,76,0,2,87.0,60.0,61.0,66.0,24.0,58.0,59,49,64,49,61,81,77,58,35,60,LM
182,73,1,2,79.0,43.0,50.0,55.0,66.0,70.0,42,65,26,28,60,74,61,82,64,39,CB
178,74,1,3,72.0,65.0,61.0,65.0,54.0,74.0,62,55,54,40,57,67,70,57,73,62,CF
171,64,0,2,78.0,59.0,65.0,66.0,57.0,67.0,71,51,72,70,60,81,74,78,61,58,LB
188,86,1,3,90.0,58.0,58.0,62.0,53.0,75.0,62,56,58,47,52,67,64,63,71,48,RM
181,65,1,3,74.0,46.0,59.0,66.0,62.0,67.0,62,58,52,49,60,71,71,71,69,41,RB
177,74,1,3,73.0,62.0,58.0,71.0,27.0,60.0,58,54,64,33,49,72,71,65,56,55,RM
177,69,1,3,69.0,51.0,64.0,73.0,57.0,64.0,46,44,54,43,64,73,72,74,59,45,CM
189,84,1,2,57.0,25.0,55.0,56.0,66.0,70.0,58,62,23,25,57,38,53,45,68,33,CB
187,85,0,3,73.0,49.0,61.0,63.0,63.0,72.0,59,68,63,68,60,67,59,50,66,55,LB
183,82,1,2,70.0,40.0,56.0,62.0,65.0,67.0,60,66,31,34,62,65,64,71,69,32,CB
178,72,1,3,71.0,59.0,66.0,67.0,53.0,59.0,61,45,59,57,67,80,80,61,42,52,CAM
179,77,1,3,80.0,53.0,61.0,65.0,60.0,73.0,55,51,50,48,66,76,82,74,65,45,CDM
168,71,0,4,73.0,56.0,69.0,72.0,38.0,50.0,71,45,73,65,69,92,91,41,53,62,CAM
183,70,1,3,60.0,54.0,63.0,64.0,65.0,72.0,65,66,59,49,63,68,70,71,69,50,CB
183,79,1,2,75.0,43.0,50.0,59.0,63.0,71.0,54,57,37,42,47,68,69,72,71,49,RB
175,75,0,3,72.0,63.0,64.0,69.0,61.0,61.0,69,54,60,64,60,76,83,69,57,65,LB
170,68,1,3,77.0,65.0,59.0,72.0,29.0,58.0,58,52,58,41,57,80,81,84,52,53,LM
179,77,1,4,84.0,57.0,58.0,75.0,27.0,65.0,58,51,56,38,57,89,77,56,49,56,CAM
175,71,1,3,61.0,56.0,66.0,67.0,59.0,66.0,63,55,66,57,62,73,81,49,62,54,CM
173,68,0,3,78.0,64.0,56.0,67.0,26.0,67.0,57,60,52,40,37,74,61,70,47,71,ST
181,78,1,3,71.0,67.0,47.0,66.0,29.0,65.0,32,68,30,29,53,71,67,72,34,63,ST
177,63,1,2,85.0,46.0,55.0,64.0,58.0,71.0,61,55,34,30,53,82,82,84,56,33,RB
176,70,1,2,83.0,40.0,55.0,62.0,59.0,64.0,62,43,57,33,54,78,80,73,60,42,RB
177,63,1,3,76.0,62.0,57.0,71.0,28.0,51.0,48,62,56,36,55,83,76,62,32,55,ST
177,73,0,2,64.0,42.0,61.0,59.0,62.0,66.0,53,45,48,53,65,68,71,71,74,41,CDM
166,68,1,3,91.0,61.0,56.0,70.0,32.0,49.0,55,49,62,38,45,92,92,78,45,60,RM
168,60,1,3,81.0,62.0,60.0,68.0,30.0,59.0,63,46,71,46,58,90,90,60,61,61,LM
187,77,1,2,48.0,51.0,61.0,53.0,66.0,61.0,54,74,72,73,62,45,55,85,59,57,CB
178,74,1,3,44.0,57.0,73.0,65.0,27.0,57.0,74,49,63,68,72,58,70,66,44,44,CAM
177,73,1,3,67.0,72.0,54.0,65.0,23.0,57.0,60,66,54,71,54,68,72,80,44,54,ST
186,78,0,2,67.0,42.0,52.0,58.0,65.0,66.0,60,69,50,32,36,59,52,72,49,45,LB
178,77,1,2,52.0,39.0,60.0,44.0,67.0,69.0,55,45,26,49,54,62,67,77,67,55,CDM
181,69,0,3,70.0,56.0,67.0,67.0,41.0,55.0,68,63,67,58,56,67,68,66,40,63,CAM
193,98,1,3,78.0,65.0,59.0,61.0,47.0,82.0,61,61,58,43,59,52,47,67,75,42,ST
181,68,0,2,64.0,44.0,60.0,66.0,63.0,69.0,53,64,45,36,66,63,68,76,66,44,CDM
173,68,1,3,74.0,61.0,66.0,68.0,63.0,70.0,64,55,64,66,67,71,72,73,70,61,CM
188,83,0,2,64.0,60.0,63.0,63.0,62.0,76.0,57,59,55,56,65,58,50,65,66,47,CM
182,76,1,3,72.0,62.0,64.0,68.0,57.0,72.0,58,53,66,75,59,77,76,59,58,52,CM
181,75,1,3,90.0,57.0,57.0,67.0,45.0,69.0,62,41,56,57,49,77,65,63,65,50,RM
181,83,1,2,62.0,24.0,48.0,47.0,66.0,69.0,49,66,28,28,48,49,56,70,72,36,CB
180,73,0,2,60.0,35.0,56.0,63.0,67.0,67.0,66,64,42,40,47,61,68,65,63,45,CB
188,70,1,2,67.0,37.0,47.0,54.0,66.0,72.0,28,68,37,36,57,64,65,78,67,43,CB
174,66,1,3,75.0,62.0,64.0,67.0,57.0,62.0,64,52,62,59,60,78,81,54,59,56,RWB
172,77,1,2,63.0,55.0,66.0,68.0,46.0,65.0,59,58,62,47,69,79,85,57,64,55,CM
175,72,0,2,70.0,38.0,55.0,59.0,63.0,59.0,68,65,52,32,49,71,77,74,47,34,LB
180,77,1,3,68.0,63.0,65.0,70.0,56.0,62.0,57,45,66,52,58,78,74,54,70,67,CM
178,74,0,2,68.0,37.0,52.0,61.0,67.0,72.0,57,65,41,37,49,68,74,73,63,45,CB
188,78,0,2,60.0,30.0,47.0,54.0,64.0,74.0,32,68,31,28,55,58,52,78,71,38,CB
186,81,1,3,79.0,62.0,56.0,65.0,28.0,69.0,63,58,57,39,44,68,67,73,51,52,ST
184,87,1,2,47.0,37.0,53.0,52.0,64.0,78.0,54,59,31,30,58,58,59,78,61,41,CB
173,76,0,3,89.0,59.0,60.0,66.0,54.0,66.0,64,49,64,53,55,87,81,80,54,55,RM
173,65,1,3,72.0,63.0,59.0,72.0,27.0,46.0,57,62,55,27,54,72,83,66,34,62,LM
167,58,1,3,79.0,56.0,64.0,71.0,32.0,43.0,61,33,68,49,55,87,89,79,34,36,CAM
182,77,1,3,77.0,34.0,58.0,64.0,58.0,71.0,66,53,44,39,55,66,65,80,69,47,RWB
178,74,1,2,73.0,63.0,50.0,67.0,21.0,63.0,42,59,36,25,46,72,69,61,43,55,ST
183,75,1,3,66.0,64.0,65.0,66.0,49.0,68.0,66,65,60,59,60,64,59,65,66,66,CAM
174,68,1,3,82.0,55.0,60.0,65.0,58.0,69.0,65,44,66,66,55,70,73,79,70,38,RB
181,73,1,2,71.0,33.0,49.0,56.0,67.0,68.0,51,68,40,36,48,67,56,64,63,65,CB
170,68,1,3,70.0,67.0,65.0,66.0,39.0,69.0,60,60,68,57,61,69,78,79,54,71,CF
170,64,1,4,78.0,65.0,63.0,65.0,33.0,57.0,64,49,73,66,59,76,81,40,51,67,LM
179,75,1,2,68.0,36.0,52.0,58.0,65.0,80.0,38,57,44,50,59,72,72,90,86,40,CDM
171,64,1,3,73.0,63.0,65.0,68.0,26.0,53.0,62,56,63,61,66,77,79,69,30,61,LM
166,60,1,2,71.0,58.0,64.0,67.0,49.0,49.0,67,47,59,50,65,90,88,93,48,49,RM
178,78,0,3,64.0,39.0,54.0,65.0,63.0,70.0,59,51,44,39,34,71,71,61,59,40,LB
193,85,0,2,47.0,26.0,38.0,44.0,67.0,72.0,29,70,26,24,46,34,37,32,65,26,CB
174,68,1,3,77.0,58.0,67.0,67.0,40.0,56.0,64,52,62,67,66,71,73,61,38,46,CF
175,60,0,2,73.0,54.0,66.0,64.0,61.0,51.0,68,52,57,55,63,80,72,51,59,47,LB
182,75,1,2,63.0,23.0,45.0,49.0,65.0,71.0,28,57,29,23,59,32,60,79,64,32,CB
172,67,1,2,80.0,44.0,56.0,60.0,58.0,69.0,56,48,32,34,65,78,75,81,67,36,RB
176,65,1,3,58.0,65.0,69.0,65.0,48.0,58.0,66,59,67,68,69,71,72,45,48,53,CM
177,68,1,2,70.0,67.0,52.0,63.0,28.0,62.0,58,67,50,45,48,68,69,72,38,67,ST
175,64,1,2,73.0,32.0,56.0,60.0,62.0,60.0,61,56,36,34,53,59,73,76,56,33,LB
175,65,0,3,75.0,63.0,68.0,67.0,48.0,57.0,67,44,70,64,65,71,81,53,63,64,CAM
172,69,0,2,79.0,29.0,57.0,56.0,61.0,64.0,70,54,55,30,57,65,74,65,63,39,LB
170,63,0,2,56.0,48.0,66.0,64.0,62.0,59.0,66,54,39,43,68,73,82,79,66,38,CDM
182,75,0,2,43.0,35.0,56.0,56.0,67.0,73.0,56,66,30,31,68,71,60,53,58,34,CB
176,66,0,2,73.0,57.0,70.0,61.0,62.0,62.0,68,56,73,75,71,63,71,70,64,48,CDM
185,81,0,2,78.0,49.0,62.0,63.0,59.0,72.0,66,59,64,68,62,70,68,64,52,52,LB
181,73,1,2,67.0,46.0,52.0,53.0,65.0,79.0,59,53,57,32,54,59,70,81,81,39,CB
186,79,1,2,71.0,66.0,43.0,66.0,29.0,69.0,32,65,54,33,32,72,71,74,44,63,ST
175,70,1,3,74.0,50.0,62.0,66.0,50.0,71.0,68,44,52,61,61,73,70,46,64,52,RM
185,75,0,2,52.0,27.0,47.0,48.0,65.0,73.0,28,63,32,24,58,59,61,85,69,39,CB
190,89,1,2,63.0,67.0,51.0,64.0,32.0,74.0,37,65,29,25,50,63,55,71,60,68,ST
182,64,0,3,73.0,59.0,65.0,68.0,61.0,64.0,63,54,58,61,66,81,83,50,56,53,CM
177,75,1,3,70.0,44.0,53.0,62.0,64.0,69.0,55,47,42,46,40,65,66,49,57,41,RB
178,66,1,2,71.0,46.0,60.0,62.0,62.0,65.0,66,58,63,33,59,70,70,62,59,38,RB
185,81,1,2,67.0,36.0,49.0,55.0,64.0,77.0,33,64,37,34,61,62,60,88,73,47,CB
186,76,1,2,39.0,49.0,57.0,59.0,63.0,74.0,40,32,49,45,59,43,61,70,72,39,CDM
185,74,1,2,55.0,33.0,52.0,49.0,67.0,68.0,40,65,36,46,60,52,51,76,71,41,CB
182,69,1,3,81.0,60.0,59.0,64.0,45.0,62.0,64,49,39,32,57,61,76,66,33,62,RM
174,70,0,3,62.0,66.0,63.0,71.0,39.0,35.0,64,52,69,55,58,67,74,45,39,60,CAM
191,82,1,2,65.0,57.0,61.0,66.0,66.0,73.0,45,61,51,43,65,63,61,60,63,46,CM
188,80,1,2,74.0,43.0,52.0,57.0,64.0,73.0,44,65,45,38,60,61,63,80,71,47,CB
173,63,1,3,73.0,67.0,58.0,68.0,31.0,61.0,52,63,61,63,55,79,88,76,62,68,ST
188,78,1,2,65.0,41.0,56.0,58.0,64.0,75.0,41,62,34,40,64,64,58,71,72,41,CB
186,73,1,2,55.0,50.0,61.0,62.0,64.0,65.0,45,63,46,55,61,56,53,64,60,38,CDM
174,68,0,2,82.0,47.0,60.0,62.0,61.0,62.0,63,62,44,45,46,72,76,62,72,53,LB
172,69,1,3,71.0,63.0,61.0,71.0,30.0,56.0,58,40,66,62,51,73,81,59,51,63,CAM
177,72,1,3,71.0,63.0,65.0,68.0,57.0,67.0,60,49,63,50,66,73,81,65,63,47,CM
186,79,1,2,68.0,55.0,61.0,58.0,63.0,72.0,49,62,43,51,61,66,53,42,71,66,CDM
175,70,1,2,72.0,32.0,61.0,64.0,61.0,60.0,62,47,52,33,63,77,73,61,63,41,RB
185,70,1,2,68.0,63.0,55.0,63.0,67.0,61.0,62,65,54,45,56,74,67,69,70,61,RB
182,71,1,3,65.0,52.0,66.0,67.0,62.0,60.0,63,44,71,65,64,75,64,55,70,44,CDM
170,72,1,3,75.0,48.0,62.0,68.0,59.0,71.0,70,40,64,48,58,82,89,76,78,63,RB
188,84,0,2,65.0,52.0,65.0,67.0,63.0,69.0,62,57,43,45,73,62,54,62,66,40,CM
183,78,1,2,59.0,51.0,60.0,61.0,62.0,68.0,48,38,36,54,66,67,58,40,53,57,CDM
189,86,1,3,65.0,66.0,50.0,66.0,22.0,67.0,38,66,50,41,36,61,47,68,37,78,ST
185,71,0,2,80.0,46.0,56.0,63.0,60.0,68.0,62,54,54,50,53,70,66,66,55,44,LB
189,77,1,2,69.0,65.0,52.0,63.0,24.0,66.0,43,67,56,29,45,59,54,65,30,67,ST
178,72,1,2,60.0,48.0,54.0,62.0,61.0,69.0,35,52,33,36,61,60,67,65,68,41,CDM
181,76,1,2,70.0,53.0,58.0,63.0,61.0,72.0,44,57,55,37,63,72,75,71,69,45,CDM
183,72,0,3,82.0,62.0,57.0,65.0,35.0,67.0,53,65,49,48,48,70,68,64,57,66,ST
165,68,1,3,81.0,59.0,60.0,69.0,31.0,48.0,62,39,65,62,50,79,87,63,39,44,LW
189,78,0,3,56.0,58.0,63.0,67.0,65.0,68.0,63,56,56,41,61,58,51,63,65,54,LM
186,84,1,4,71.0,65.0,62.0,71.0,38.0,70.0,53,57,61,50,56,70,63,66,58,64,ST
190,82,0,2,61.0,41.0,50.0,55.0,65.0,73.0,38,69,38,32,58,58,53,74,66,36,CB
195,76,1,2,54.0,32.0,44.0,50.0,67.0,68.0,27,69,36,23,50,60,45,74,64,36,CB
197,92,1,2,48.0,31.0,45.0,46.0,65.0,80.0,32,65,32,36,55,49,34,52,65,46,CB
171,70,1,3,79.0,63.0,60.0,72.0,34.0,57.0,61,55,71,70,53,91,90,60,50,53,CF
176,76,1,3,78.0,60.0,62.0,69.0,59.0,67.0,53,43,49,47,66,81,72,69,62,45,CM
178,63,0,2,80.0,46.0,63.0,65.0,58.0,64.0,66,36,65,52,65,76,71,57,71,38,LB
183,70,1,3,81.0,64.0,60.0,69.0,40.0,58.0,57,63,52,55,54,81,71,58,47,73,ST
179,79,1,2,61.0,46.0,59.0,63.0,66.0,66.0,56,65,46,43,60,68,77,76,65,50,RB
168,75,1,2,70.0,56.0,63.0,70.0,57.0,57.0,53,37,56,52,67,92,90,56,45,52,CM
175,75,1,3,88.0,62.0,54.0,71.0,21.0,57.0,52,56,51,39,48,78,78,60,42,60,ST
185,80,1,2,66.0,35.0,54.0,56.0,66.0,66.0,58,64,49,34,58,63,55,71,66,49,CB
177,67,1,3,63.0,60.0,67.0,68.0,57.0,59.0,63,55,64,57,67,75,75,67,55,57,CM
178,73,1,3,66.0,57.0,62.0,66.0,64.0,68.0,53,57,48,45,66,77,69,76,67,50,CM
189,69,1,2,75.0,31.0,50.0,59.0,66.0,66.0,55,64,25,23,54,60,56,72,57,34,CB
185,70,1,2,44.0,28.0,47.0,35.0,66.0,75.0,48,65,24,26,52,50,70,71,77,37,CB
176,70,0,3,83.0,63.0,60.0,71.0,31.0,61.0,55,61,72,66,64,86,71,78,39,54,LW
185,73,1,2,59.0,40.0,57.0,45.0,66.0,73.0,59,66,40,42,66,54,55,72,72,44,CB
186,75,0,2,75.0,32.0,52.0,64.0,63.0,49.0,68,44,44,31,41,58,71,61,60,41,LB
186,79,1,2,61.0,33.0,47.0,46.0,66.0,66.0,30,68,28,30,63,56,55,74,65,35,CB
175,68,0,2,70.0,35.0,51.0,66.0,63.0,68.0,52,54,36,37,54,76,88,82,67,56,LB
192,88,1,2,37.0,42.0,55.0,56.0,65.0,77.0,46,61,44,25,59,50,35,69,67,32,CB
174,68,1,3,80.0,64.0,54.0,68.0,21.0,59.0,54,57,39,33,39,76,76,64,31,61,RW
176,72,1,2,78.0,38.0,55.0,63.0,63.0,75.0,51,41,38,36,54,77,83,73,81,46,CDM
183,68,1,3,72.0,62.0,61.0,66.0,34.0,60.0,63,58,54,52,60,72,62,66,38,71,LM
180,69,1,3,87.0,59.0,63.0,68.0,62.0,67.0,61,51,57,48,61,80,66,52,72,45,CM
182,78,1,2,51.0,42.0,51.0,46.0,66.0,66.0,45,66,35,48,59,57,54,70,62,42,CB
180,76,1,2,69.0,67.0,53.0,60.0,26.0,67.0,58,67,38,33,40,68,74,84,38,65,ST
178,72,1,3,62.0,65.0,67.0,68.0,59.0,65.0,67,58,71,73,65,70,66,62,60,71,CM
183,79,1,2,78.0,31.0,56.0,58.0,64.0,72.0,59,54,56,18,57,68,58,80,60,32,RB
173,70,1,3,86.0,57.0,56.0,69.0,31.0,54.0,57,44,55,37,46,84,79,51,50,48,LM
180,75,1,2,60.0,55.0,57.0,57.0,64.0,70.0,39,58,46,39,61,64,63,54,63,46,CDM
172,55,0,4,69.0,59.0,63.0,69.0,25.0,50.0,65,41,50,41,60,83,87,53,29,63,RM
182,77,1,3,69.0,59.0,61.0,67.0,61.0,77.0,58,62,57,47,59,75,72,72,77,54,CM
189,75,1,3,83.0,66.0,41.0,64.0,26.0,80.0,25,72,53,41,33,67,56,71,77,53,ST
189,85,0,2,74.0,32.0,48.0,56.0,66.0,72.0,47,68,31,30,49,47,46,57,68,42,CB
195,89,1,2,48.0,34.0,43.0,44.0,67.0,70.0,38,72,35,37,43,35,52,71,58,40,CB
174,69,1,3,81.0,66.0,65.0,69.0,56.0,48.0,60,51,65,64,65,88,83,68,39,57,CM
171,67,1,3,81.0,62.0,61.0,68.0,24.0,45.0,64,40,66,51,51,80,82,47,39,52,LM
181,70,1,3,82.0,63.0,54.0,70.0,22.0,56.0,52,59,51,45,50,76,66,66,43,65,ST
180,72,1,3,66.0,64.0,65.0,69.0,55.0,70.0,63,52,63,61,64,69,64,62,60,58,CM
166,59,1,3,53.0,61.0,66.0,67.0,61.0,48.0,63,45,54,58,66,77,89,69,58,58,CM
180,74,1,3,79.0,64.0,49.0,70.0,35.0,60.0,27,62,64,41,50,78,69,64,54,67,ST
174,71,1,2,75.0,59.0,63.0,66.0,63.0,67.0,57,58,59,41,66,65,75,60,72,45,CM
182,78,0,2,75.0,46.0,59.0,62.0,60.0,67.0,66,52,57,38,54,64,68,54,49,38,LB
173,61,1,3,67.0,62.0,64.0,72.0,57.0,46.0,52,50,62,66,65,74,83,59,46,63,CM
180,71,1,2,65.0,55.0,64.0,65.0,61.0,61.0,47,50,42,53,68,67,64,65,62,46,CDM
179,74,1,3,78.0,41.0,59.0,65.0,60.0,74.0,61,38,53,56,58,76,68,66,65,38,RB
182,72,1,3,71.0,50.0,61.0,61.0,61.0,66.0,64,57,62,61,57,65,70,65,58,47,RB
175,77,0,3,79.0,53.0,62.0,67.0,57.0,72.0,71,53,63,43,56,68,73,70,66,49,LB
179,65,1,4,81.0,62.0,57.0,69.0,33.0,63.0,62,52,55,51,46,76,82,62,60,53,LM
183,64,1,3,75.0,55.0,60.0,67.0,64.0,66.0,59,52,52,47,61,73,72,63,57,49,RB
179,67,0,2,74.0,30.0,51.0,61.0,61.0,58.0,67,54,32,31,54,72,68,57,55,37,LB
167,58,1,3,86.0,62.0,60.0,66.0,29.0,45.0,66,35,65,31,59,86,87,43,52,57,LW
193,90,0,2,57.0,67.0,55.0,55.0,42.0,79.0,60,71,42,28,44,45,42,57,72,55,ST
186,76,1,2,59.0,58.0,63.0,62.0,61.0,73.0,55,61,56,58,67,64,61,78,67,66,CDM
184,67,0,2,89.0,31.0,57.0,64.0,56.0,61.0,60,50,37,30,59,73,66,76,55,28,LB
188,79,1,2,65.0,46.0,58.0,60.0,65.0,76.0,61,65,44,36,58,58,59,57,70,52,CDM
185,80,1,2,74.0,40.0,54.0,63.0,62.0,75.0,44,65,44,38,60,72,70,80,75,35,CB
188,80,1,2,36.0,30.0,34.0,51.0,67.0,76.0,34,64,35,28,27,47,66,69,70,39,CB
192,91,1,2,49.0,26.0,43.0,47.0,66.0,75.0,29,71,25,27,51,49,39,33,69,35,CB
181,74,1,2,74.0,58.0,58.0,66.0,33.0,67.0,65,42,52,38,57,74,72,75,57,47,RM
180,75,1,3,81.0,57.0,60.0,66.0,62.0,69.0,61,55,57,45,58,72,66,72,59,37,RB
188,82,1,2,61.0,30.0,50.0,43.0,65.0,64.0,33,65,29,26,68,50,45,71,61,43,CB
174,72,0,3,81.0,56.0,59.0,66.0,59.0,59.0,59,54,59,60,53,80,80,64,54,52,LB
175,74,1,3,78.0,56.0,58.0,64.0,54.0,75.0,64,46,45,44,55,75,78,70,80,59,RM
188,76,1,3,68.0,53.0,64.0,68.0,60.0,72.0,56,60,42,44,68,68,75,71,71,56,CM
182,76,1,3,72.0,61.0,62.0,67.0,48.0,63.0,53,55,49,38,61,74,78,74,52,35,CAM
191,78,1,2,68.0,41.0,41.0,46.0,65.0,75.0,42,68,33,25,44,53,56,70,72,36,CB
172,66,1,3,71.0,55.0,64.0,69.0,61.0,72.0,60,54,55,56,66,81,82,79,63,65,CM
185,87,1,2,65.0,67.0,42.0,62.0,29.0,73.0,33,65,57,36,25,66,61,82,69,60,ST
185,82,0,2,69.0,36.0,50.0,55.0,68.0,65.0,54,73,26,27,56,67,51,64,68,41,CB
187,75,1,2,70.0,39.0,56.0,59.0,65.0,74.0,57,56,41,37,63,58,72,76,71,36,CB
